DATE,COUNT,CONE TIP,LOT NO,CONE WT,BAG WT,BAG TYPE,OPENING,PROD,SALES ,CLOSING,LOOSE CONES,BABY CONE,TOTAL KGS
12-01-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-01-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-01-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-01-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-01-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-01-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-01-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-01-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-02-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-02-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-02-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-02-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-02-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-02-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,220,111,,331,2708,,25276
12-02-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,0,,,0,121,,242
12-02-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,,,0,127,,254
12-02-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,15,,,15,2260,,5420
12-02-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-02-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-02-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-02-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-02-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-02-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-02-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-02-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-03-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-03-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-03-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-03-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-03-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-03-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,331,49,,380,3152,,29104
12-03-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,0,4,,4,12,,264
12-03-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,,,0,141,,282
12-03-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,15,49,,64,1327,,6494
12-03-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-03-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-03-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-03-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-03-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-03-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-03-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-03-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-04-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-04-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-04-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-04-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-04-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-04-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,331,49,,380,3152,,29104
12-04-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,0,4,,4,12,,264
12-04-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,,,0,141,,282
12-04-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,15,49,,64,1327,,6494
12-04-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-04-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-04-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-04-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-04-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-04-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-04-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-04-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-05-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-05-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-05-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-05-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-05-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-05-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,380,120,,500,3538,,37076
12-05-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,,264
12-05-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,,,0,144,1.3,289.3
12-05-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,7,,,7,1278,,2976
12-05-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-05-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-05-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-05-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-05-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-05-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-05-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-05-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-06-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-06-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-06-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-06-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-06-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-06-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,500,67,,567,5393,,44806
12-06-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,,264
12-06-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,4,,4,24,1.3,289.3
12-06-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,7,44,,51,2095,,7250
12-06-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-06-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-06-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-06-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-06-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-06-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-06-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-06-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-07-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-07-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-07-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-07-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-07-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-07-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,500,67,,567,5393,,44806
12-07-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,,264
12-07-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,4,,4,24,1.3,289.3
12-07-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,7,44,,51,2095,,7250
12-07-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-07-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-07-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-07-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-07-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-07-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-07-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-07-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-08-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-08-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-08-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-08-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,,,245,718,,16136
12-08-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,45,,35010
12-08-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.30,500,67,,567,5393,,44806
12-08-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,,264
12-08-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,4,,4,24,1.3,289.3
12-08-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,7,44,,51,2095,,7250
12-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-08-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-08-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-08-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-08-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-08-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-08-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-08-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-09-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-09-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-09-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-09-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,245,24,,269,4,0.4,16148.4
12-09-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,,,34920
12-09-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.40,700,39,,739,1445,,47230
12-09-2019,40S ECRU(local cotton),Red Solid,EM23,2.00,60.00,SR01.982C/P.17.40,,,,0,1986,,3972
12-09-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,0.2,264.2
12-09-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,0,4,,4,24,1.3,289.3
12-09-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,19,,,19,2647,,6434
12-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-09-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-09-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-09-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-09-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-09-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-09-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-09-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-10-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-10-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-10-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-10-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,269,,,269,4,0.4,16148.4
12-10-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,,,34920
12-10-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.40,739,,,739,1445,,47230
12-10-2019,40S ECRU(local cotton),Red Solid,EM23,2.00,60.00,SR01.982C/P.17.40,,50,,50,2338,,7676
12-10-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,0.2,264.2
12-10-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,4,,,4,24,1.3,289.3
12-10-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,19,75,,94,1359,,8358
12-10-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-10-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-10-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-10-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-10-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-10-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-10-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-10-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-11-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-11-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-11-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-11-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,269,,,269,4,0.4,16148.4
12-11-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,,,34920
12-11-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.40,739,,,739,1445,,47230
12-11-2019,40S ECRU(local cotton),Red Solid,EM23,2.00,60.00,SR01.982C/P.17.40,50,50,,100,2757,,11514
12-11-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,,4,12,0.2,264.2
12-11-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,4,,,4,24,1.3,289.3
12-11-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,94,51,,145,631,,9962
12-11-2019,30S ECRU(local cotton),Violet Solid,EM24,2.00,60.00,SR01.982C/P.17.30,,,,0,41,,82
12-11-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-11-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-11-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-11-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-11-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-11-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-11-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-11-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
12-12-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
12-12-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
12-12-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
12-12-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,269,,,269,4,0.4,16148.4
12-12-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,,,34920
12-12-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.40,739,,,739,1445,,47230
12-12-2019,40S ECRU(local cotton),Red Solid,EM23,2.00,60.00,SR01.982C/P.17.40,100,72,,172,2600,,15520
12-12-2019,30S ECRU(local cotton),Red dot,EM19,2.00,60.00,SR01.982C/P.17.30,4,,4,0,,,0
12-12-2019,30S ECRU(local cotton),Green Solid,EM20,2.00,60.00,SR01.982C/P.17.30,4,,4,0,,,0
12-12-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,145,24,145,24,35,,1510
12-12-2019,30S ECRU(local cotton),Violet Solid,EM24,2.00,60.00,SR01.982C/P.17.30,,,,0,724,,1448
12-12-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
12-12-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
12-12-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
12-12-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
12-12-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
12-12-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
12-12-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
12-12-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
13-12-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
13-12-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
13-12-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
13-12-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,269,,,269,4,0.4,16148.4
13-12-2019,40S ECRU(local cotton),PLAIN,EM18,2.00,60.00,SR01.982C/P.17.40,582,,,582,,,34920
13-12-2019,40S ECRU(local cotton),Brown half moon,EM21,2.00,60.00,SR01.982C/P.17.40,739,,,739,1445,,47230
13-12-2019,40S ECRU(local cotton),Red Solid,EM23,2.00,60.00,SR01.982C/P.17.40,172,,,172,3824,,17968
13-12-2019,30S ECRU(local cotton),RED STAR,EM22,2.00,60.00,SR01.982C/P.17.30,24,,,24,35,,1510
13-12-2019,30S ECRU(local cotton),Violet Solid,EM24,2.00,60.00,SR01.982C/P.17.30,,,,0,1132,,2264
13-12-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,SR03.8812CP.16.30,13,,,13,22,,824
13-12-2019,40s PC GREY(import cotton),Black Star,GM4,2.00,60.00,SR03.8812CP.16.40,670,,,670,,,40200
13-12-2019,40s PC GREY(import cotton),Black Star,GM5,2.00,60.00,SR03.8812CP.16.40,25,,,25,,,1500
13-12-2019,40s PC GREY(import cotton),Red Zeebra,GM6,2.00,60.00,SR03.8812CP.16.40,395,,,395,,,23700
13-12-2019,40s PC GREY(import cotton),blue star,GM7,2.00,60.00,SR03.8812CP.16.40,129,,,129,,,7740
13-12-2019,40s PC GREY(import cotton),Violet Solid,GM8,2.00,60.00,SR03.8812CP.16.40,468,,,468,20,,28120
13-12-2019,40s PC GREY(import cotton),Violet Zeebra,GM9,2.00,60.00,SR03.8812CP.16.40,425,,,425,,,25500
13-12-2019,32S PC 65:35(kora),Plain,,1.89,60.48,KORA.6535PC.132.32,190,,,190,,,11491.2
14-12-2019,40S ECRU (import cotton),plain,EM14,2.00,60.00,SR01.982C/P.17.40,55,,,55,3,,3306
14-12-2019,40S ECRU (import cotton),blue star,EM15,2.00,60.00,SR01.982C/P.17.40,16,,,16,15,1,991
14-12-2019,40S ECRU (import cotton),Red Solid,EM16-A,2.00,60.00,SR01.982C/P.17.40,530,,,530,11,,31822
14-12-2019,40S ECRU (import cotton),Violet Zeebra,EM17,2.00,60.00,SR01.982C/P.17.40,269,,,269,4,0.4,16148.4
