DATE,COUNT,CONE TIP,LOT NO,CONE WT,BAG WT,BAG TYPE,OPENING,PROD,SALES ,CLOSING,LOOSE CONES,BABY CONE,TOTAL KGS
26-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
26-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
26-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
27-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
27-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1004,60,,1064,1937,,67714
27-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,,,0,1490,,2980
27-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
27-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
27-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
27-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
27-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
28-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
28-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1064,70,,1134,1898,,71836
28-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,0,49,,49,26,1.5,2993.5
28-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
28-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
28-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
28-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
28-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
29-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
29-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1134,65,,1199,1700,,75340
29-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,49,,,49,26,1.5,2993.5
29-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
29-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
29-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
29-08-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,,,,0,70,,140
29-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
29-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
30-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
30-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1199,58,,1257,614,,76648
30-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,49,,,49,26,1.5,2993.5
30-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
30-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
30-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
30-08-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,,,,0,802,,1604
30-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
30-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
31-08-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
31-08-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1257,7,,1264,464,,76768
31-08-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,49,,,49,26,1.5,2993.5
31-08-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
31-08-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
31-08-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
31-08-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,,30,,30,1267,,4334
31-08-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
31-08-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
01-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
01-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,,,1264,464,,76768
01-09-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,49,,,49,26,1.5,2993.5
01-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,,658,,,39480
01-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
01-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
01-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,30,35,,65,1668,,7236
01-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
01-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
02-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
02-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,,,1264,464,,76768
02-09-2019,40S PC EM01 import cotton,Brown Half moon,EM13,2.00,60.00,30 CONES X 2.00,49,,49,0,,,0
02-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,658,,104,554,,,33240
02-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
02-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
02-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,65,,50,15,3544,,7988
02-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
02-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
03-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
03-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,,,1264,464,,76768
03-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,554,,,554,,,33240
03-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
03-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
03-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,15,80,,95,3097,,11894
03-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
03-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
04-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
04-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,,,1264,464,,76768
04-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,554,,,554,,,33240
04-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
04-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
04-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,95,60,,155,3386,,16072
04-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
04-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
05-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
05-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,,,1264,464,,76768
05-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,554,,150,404,,,24240
05-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
05-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
05-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,155,60,,215,3476,,19852
05-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
05-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
06-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
06-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1264,15,,1279,23,,76786
06-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,404,,,404,,,24240
06-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
06-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
06-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,215,105,,320,2328,,23856
06-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
06-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
07-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
07-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
07-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,404,,250,154,,,9240
07-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
07-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
07-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,320,80,,400,1842,,27684
07-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
07-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
08-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
08-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
08-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,154,,,154,,,9240
08-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
08-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
08-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,400,,,400,3688,,31376
08-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
08-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
09-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
09-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
09-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,154,,,154,,,9240
09-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,,471,,,28260
09-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
09-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,400,100,,500,2654,,35308
09-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
09-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
10-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
10-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
10-09-2019,25S PC EM01,Plain,EM10,2.00,60.00,30 CONES X 2.00,154,,154,0,,,0
10-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,471,,66,405,,,24300
10-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
10-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,500,60,,560,2727,,39054
10-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
10-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
11-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
11-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
11-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,405,,,405,,,24300
11-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
11-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,560,50,,610,3180,,42960
11-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
11-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
12-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
12-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
12-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,405,,,405,,,24300
12-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
12-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,610,75,,685,2823,,46746
12-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
12-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
13-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
13-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
13-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,405,,,405,,,24300
13-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
13-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,685,60,,745,2872,,50444
13-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
13-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
14-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
14-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
14-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,405,,110,295,,,17700
14-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
14-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,745,80,,825,1530,,52560
14-09-2019,40s PC GREY,Red Zeeber,GM6,2.00,60.00,30 CONES X 2.00,,,,0,765,,1530
14-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
14-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
15-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
15-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
15-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,295,,,295,,,17700
15-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
15-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,825,26,,851,0,,51060
15-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,,,,0,750,,1500
15-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,,36,,36,1612,,5384
15-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
15-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
16-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
16-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
16-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,295,,,295,,,17700
16-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
16-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,,851,0,,51060
16-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,,25,,25,,,1500
16-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,36,40,,76,2189,,8938
16-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,,8,20,1.5,521.5
16-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
17-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
17-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
17-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,295,,202,93,,,5580
17-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
17-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,,851,0,,51060
17-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
17-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,76,65,,141,2121,,12702
17-09-2019,30S CM01,Violet solid,CM4,2.00,60.00,30 CONES X 2.00,8,,8,0,,,0
17-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
18-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,,66,,,3960
18-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
18-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,93,,,93,,,5580
18-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
18-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,,851,0,,51060
18-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
18-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,141,70,,211,2015,,16690
18-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
19-09-2019,30S PC EM01 import cotton,Violet Zeebra,EM8,2.00,60.00,30 CONES X 2.00,66,,66,0,,,0
19-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
19-09-2019,25S PC EM01,Plain,EM11,2.00,60.00,30 CONES X 2.00,93,,93,0,,,0
19-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
19-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,,851,0,,51060
19-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
19-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,211,,,211,3078,,18816
19-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
20-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
20-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
20-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,,851,,,51060
20-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
20-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,211,115,,326,1785,,23130
20-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
21-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
21-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
21-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,851,,181,670,,,40200
21-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
21-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,326,60,,386,1941,,27042
21-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
22-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
22-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
22-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,670,,,670,,,40200
22-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
22-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,386,75,,461,1678,,31016
22-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
23-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
23-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
23-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,670,,,670,,,40200
23-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
23-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,461,65,,526,1305,,34170
23-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
24-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
24-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
24-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,670,,,670,,,40200
24-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
24-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,526,55,,581,1057,,36974
24-09-2019,40s PC GREY,blue star,GM7,2.00,60.00,30 CONES X 2.00,0,,,0,461,,922
24-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
25-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,,1279,23,,76786
25-09-2019,WASTE MIX YARN,Violet Zeebra,GM2,2.00,60.00,30 CONES X 2.00,13,,,13,22,,824
25-09-2019,40s PC GREY,Black Star,GM4,2.00,60.00,30 CONES X 2.00,670,,,670,,,40200
25-09-2019,40s PC GREY,Black Star,GM5,2.00,60.00,30 CONES X 2.00,25,,,25,,,1500
25-09-2019,40s PC GREY,Red Zeebra,GM6,2.00,60.00,30 CONES X 2.00,581,22,,603,415,,37010
25-09-2019,40s PC GREY,blue star,GM7,2.00,60.00,30 CONES X 2.00,0,23,,23,1423,,4226
25-09-2019,32S PC 65:35,Plain,,1.89,60.48,32 CONES X 1.89,190,,,190,,,11491.2
26-09-2019,30S PC EM01 import cotton,Green Solid,EM12,2.00,60.00,30 CONES X 2.00,1279,,181,1098,23,,65926
